Bug ID,Product,Component,Severity,Priority,Resolution,Summary,text
22203,JDT,Core,critical,P2,FIXED,More dependencies increase GUI waiting time [build path],"Product: JDT
Component: Core
Severity: critical
Priority: P2
Summary: More dependencies increase GUI waiting time [build path]
Resolution: FIXED"
6432,JDT,UI,normal,P2,FIXED,Shouldn't have to save Java files before renaming a resource.,"Product: JDT
Component: UI
Severity: normal
Priority: P2
Summary: Shouldn't have to save Java files before renaming a resource.
Resolution: FIXED"
332713,JDT,Core,normal,P3,DUPLICATE,"[compiler][null]Bogus ""Null comparison always yields false""","Product: JDT
Component: Core
Severity: normal
Priority: P3
Summary: [compiler][null]Bogus ""Null comparison always yields false""
Resolution: DUPLICATE"
393666,Platform,Text,normal,P3,FIXED,Update o.e.jface.text pom,"Product: Platform
Component: Text
Severity: normal
Priority: P3
Summary: Update o.e.jface.text pom
Resolution: FIXED"
7269,Platform,Team,normal,P1,FIXED,Generating patches only works for existing files,"Product: Platform
Component: Team
Severity: normal
Priority: P1
Summary: Generating patches only works for existing files
Resolution: FIXED"
434943,Platform,Resources,major,P3,FIXED,New File/Folder wizard dialog broken for external file system providers,"Product: Platform
Component: Resources
Severity: major
Priority: P3
Summary: New File/Folder wizard dialog broken for external file system providers
Resolution: FIXED"
7880,JDT,Debug,normal,P1,FIXED,Scrapbook page making IDE super slow,"Product: JDT
Component: Debug
Severity: normal
Priority: P1
Summary: Scrapbook page making IDE super slow
Resolution: FIXED"
400633,Platform,Releng,normal,P2,FIXED,Need to exit build on (bad) errors and send mail,"Product: Platform
Component: Releng
Severity: normal
Priority: P2
Summary: Need to exit build on (bad) errors and send mail
Resolution: FIXED"
7507,JDT,Debug,normal,P1,FIXED,debugger keyboard shortcuts do not work in 20020109,"Product: JDT
Component: Debug
Severity: normal
Priority: P1
Summary: debugger keyboard shortcuts do not work in 20020109
Resolution: FIXED"
121328,Platform,UI,normal,P3,FIXED,[Databinding] [Metadata] unconventional internal package names in jface.databinding,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Databinding] [Metadata] unconventional internal package names in jface.databinding
Resolution: FIXED"
82397,JDT,Debug,normal,P3,FIXED,Use of deprecated method in JavaDetailFormatterPreferencePage,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Use of deprecated method in JavaDetailFormatterPreferencePage
Resolution: FIXED"
23697,JDT,UI,enhancement,P2,WORKSFORME,Extract Interface: return/argument type modification,"Product: JDT
Component: UI
Severity: enhancement
Priority: P2
Summary: Extract Interface: return/argument type modification
Resolution: WORKSFORME"
61651,PDE,UI,normal,P3,FIXED,ClassCastException opening feature.xml from repository,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: ClassCastException opening feature.xml from repository
Resolution: FIXED"
126874,Platform,UI,enhancement,P3,FIXED,[Viewers] Apidoc for setting ITableColorProvider missing,"Product: Platform
Component: UI
Severity: enhancement
Priority: P3
Summary: [Viewers] Apidoc for setting ITableColorProvider missing
Resolution: FIXED"
29925,JDT,Debug,normal,P2,FIXED,Show qualified names action not in synch between tool bar & menu,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Show qualified names action not in synch between tool bar & menu
Resolution: FIXED"
326988,PDE,Doc,normal,P3,FIXED,Explain 'scopepattern' and 'referencepattern' better on API Use Ant Task help page,"Product: PDE
Component: Doc
Severity: normal
Priority: P3
Summary: Explain 'scopepattern' and 'referencepattern' better on API Use Ant Task help page
Resolution: FIXED"
12134,Platform,Debug,enhancement,P3,FIXED,Closing a project should disable run and debug.,"Product: Platform
Component: Debug
Severity: enhancement
Priority: P3
Summary: Closing a project should disable run and debug.
Resolution: FIXED"
273956,PDE,UI,normal,P3,FIXED,[target] [tests] Target tests failing in I Build,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: [target] [tests] Target tests failing in I Build
Resolution: FIXED"
222099,Platform,UI,trivial,P3,FIXED,javadoc warning in N20070310-0100,"Product: Platform
Component: UI
Severity: trivial
Priority: P3
Summary: javadoc warning in N20070310-0100
Resolution: FIXED"
139691,JDT,Text,normal,P3,FIXED,[navigation] Syntax highlighting broken in Declarations view,"Product: JDT
Component: Text
Severity: normal
Priority: P3
Summary: [navigation] Syntax highlighting broken in Declarations view
Resolution: FIXED"
9194,Platform,Debug,normal,P1,FIXED,Attempting to modify locked resource tree in BreakpointManager,"Product: Platform
Component: Debug
Severity: normal
Priority: P1
Summary: Attempting to modify locked resource tree in BreakpointManager
Resolution: FIXED"
291166,PDE,UI,normal,P3,FIXED,Fatal error written to console while editing and/or saving plugin.xml,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: Fatal error written to console while editing and/or saving plugin.xml
Resolution: FIXED"
88465,Platform,Debug,normal,P3,FIXED,VariableValueEditorManager does not need to be API,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: VariableValueEditorManager does not need to be API
Resolution: FIXED"
12613,JDT,Debug,normal,P3,FIXED,Exception when on target workspace when starting eclipse,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Exception when on target workspace when starting eclipse
Resolution: FIXED"
19035,JDT,UI,major,P2,FIXED,Validating Javadoc location causes connection refused in .log,"Product: JDT
Component: UI
Severity: major
Priority: P2
Summary: Validating Javadoc location causes connection refused in .log
Resolution: FIXED"
123415,Platform,UI,major,P1,FIXED,[Commands] handlers: action set handlers stop working when two workbench windows open,"Product: Platform
Component: UI
Severity: major
Priority: P1
Summary: [Commands] handlers: action set handlers stop working when two workbench windows open
Resolution: FIXED"
73779,Platform,Debug,enhancement,P3,FIXED,"Allow browse in ""Add To Group"" dialog","Product: Platform
Component: Debug
Severity: enhancement
Priority: P3
Summary: Allow browse in ""Add To Group"" dialog
Resolution: FIXED"
411926,PDE,API Tools,normal,P3,FIXED,Can't change API baseline location,"Product: PDE
Component: API Tools
Severity: normal
Priority: P3
Summary: Can't change API baseline location
Resolution: FIXED"
133024,JDT,Core,normal,P3,FIXED,[ast rewrite] ASTRewrite does not honor forced line splits,"Product: JDT
Component: Core
Severity: normal
Priority: P3
Summary: [ast rewrite] ASTRewrite does not honor forced line splits
Resolution: FIXED"
73924,Platform,Debug,normal,P3,FIXED,Console can be removed before it's page is created,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: Console can be removed before it's page is created
Resolution: FIXED"
383570,Platform,UI,normal,P2,FIXED,[Progress] Progress view duplicates job name,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Progress] Progress view duplicates job name
Resolution: FIXED"
168574,Platform,Debug,normal,P3,FIXED,Support for IElementMementoProvider on each element in a viewer,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: Support for IElementMementoProvider on each element in a viewer
Resolution: FIXED"
23661,Platform,Ant,enhancement,P2,FIXED,[ExternalTools] Launching Ant on xml file that is in the active editor,"Product: Platform
Component: Ant
Severity: enhancement
Priority: P2
Summary: [ExternalTools] Launching Ant on xml file that is in the active editor
Resolution: FIXED"
82566,Platform,UI,normal,P2,FIXED,[Preferences] Need a view preferences dialog,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Preferences] Need a view preferences dialog
Resolution: FIXED"
89844,Platform,User Assistance,normal,P2,FIXED,Active help does not work in Help View,"Product: Platform
Component: User Assistance
Severity: normal
Priority: P2
Summary: Active help does not work in Help View
Resolution: FIXED"
68683,PDE,UI,normal,P3,FIXED,"Schema transformer places <HTML> tag after <HEAD> stanza, it should be before it","Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: Schema transformer places <HTML> tag after <HEAD> stanza, it should be before it
Resolution: FIXED"
71956,Platform,Ant,normal,P3,FIXED,Setting selection in the outline updates editor twice,"Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: Setting selection in the outline updates editor twice
Resolution: FIXED"
164504,Platform,UI,normal,P3,FIXED,[Viewers] AssertionFailedException when removing element from tree,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Viewers] AssertionFailedException when removing element from tree
Resolution: FIXED"
36449,JDT,UI,normal,P2,FIXED,JUnit should constrain tests to selected project [JUnit],"Product: JDT
Component: UI
Severity: normal
Priority: P2
Summary: JUnit should constrain tests to selected project [JUnit]
Resolution: FIXED"
76285,Platform,UI,normal,P2,FIXED,[Perspectives] [ViewMgmt] Folder tab does not indicate current view when using multi-instance views,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Perspectives] [ViewMgmt] Folder tab does not indicate current view when using multi-instance views
Resolution: FIXED"
61950,Platform,UI,enhancement,P2,FIXED,[Markers] Images being created twice potentially,"Product: Platform
Component: UI
Severity: enhancement
Priority: P2
Summary: [Markers] Images being created twice potentially
Resolution: FIXED"
106157,Platform,UI,normal,P2,FIXED,[Progress] [Dialogs] Can't close error dialog,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Progress] [Dialogs] Can't close error dialog
Resolution: FIXED"
175181,Platform,UI,major,P1,FIXED,NavigatorSaveablesServices NPEs on shutdown,"Product: Platform
Component: UI
Severity: major
Priority: P1
Summary: NavigatorSaveablesServices NPEs on shutdown
Resolution: FIXED"
257537,Platform,Debug,normal,P3,FIXED,ConsolePlugin should consider modifying its getStandardDisplay() method,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: ConsolePlugin should consider modifying its getStandardDisplay() method
Resolution: FIXED"
24594,Platform,Ant,normal,P1,FIXED,Targets specified as arguments not recognized,"Product: Platform
Component: Ant
Severity: normal
Priority: P1
Summary: Targets specified as arguments not recognized
Resolution: FIXED"
51648,JDT,UI,normal,P2,FIXED,ClassCastException after aborted local rename,"Product: JDT
Component: UI
Severity: normal
Priority: P2
Summary: ClassCastException after aborted local rename
Resolution: FIXED"
14641,Platform,UI,enhancement,P2,FIXED,[Navigator] Collapse all action,"Product: Platform
Component: UI
Severity: enhancement
Priority: P2
Summary: [Navigator] Collapse all action
Resolution: FIXED"
167651,JDT,Debug,major,P2,FIXED,[vms] ArrayIndexOutOfBoundsException editing a source location,"Product: JDT
Component: Debug
Severity: major
Priority: P2
Summary: [vms] ArrayIndexOutOfBoundsException editing a source location
Resolution: FIXED"
41092,JDT,Text,enhancement,P2,FIXED,[navigation] provide 'Collapse All' action in Java Outline view,"Product: JDT
Component: Text
Severity: enhancement
Priority: P2
Summary: [navigation] provide 'Collapse All' action in Java Outline view
Resolution: FIXED"
223741,PDE,Incubators,enhancement,P1,FIXED,[ds] create tests for the core models,"Product: PDE
Component: Incubators
Severity: enhancement
Priority: P1
Summary: [ds] create tests for the core models
Resolution: FIXED"
187043,Platform,Debug,normal,P3,FIXED,TVT33:TCT179: ja: mnemonic displayed in the hover text (linux only),"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: TVT33:TCT179: ja: mnemonic displayed in the hover text (linux only)
Resolution: FIXED"
29843,Platform,Debug,normal,P2,FIXED,"tooltip of the debug and run buttons displays ""Debu&g"" and ""Ru&n""","Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: tooltip of the debug and run buttons displays ""Debu&g"" and ""Ru&n""
Resolution: FIXED"
132795,JDT,Debug,normal,P3,FIXED,[string variables] SelectedResourceManager leaks fSelectedText field when active editor is closed,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: [string variables] SelectedResourceManager leaks fSelectedText field when active editor is closed
Resolution: FIXED"
430829,Platform,UI,normal,P3,FIXED,"[CSS] CSSEngine styles all pages of a MultiPageEditorPart, slowing down editor switching.","Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [CSS] CSSEngine styles all pages of a MultiPageEditorPart, slowing down editor switching.
Resolution: FIXED"
33712,Platform,Debug,normal,P1,FIXED,"""The resource tree is locked for modifications"" from JavaDebugOptionsManager","Product: Platform
Component: Debug
Severity: normal
Priority: P1
Summary: ""The resource tree is locked for modifications"" from JavaDebugOptionsManager
Resolution: FIXED"
12636,JDT,Debug,normal,P2,FIXED,Unable to get evaluation context for Scrapbook pages,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Unable to get evaluation context for Scrapbook pages
Resolution: FIXED"
30884,Platform,Ant,normal,P2,FIXED,PlantyCompletionProcessor does not handle external entities,"Product: Platform
Component: Ant
Severity: normal
Priority: P2
Summary: PlantyCompletionProcessor does not handle external entities
Resolution: FIXED"
99695,JDT,Doc,normal,P1,FIXED,We need dedicated topics to link from the Welcome's Overview page,"Product: JDT
Component: Doc
Severity: normal
Priority: P1
Summary: We need dedicated topics to link from the Welcome's Overview page
Resolution: FIXED"
